qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,pid,muni_biggest_prob,politician_helped,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,years_edu,race,religion,income,relative_wellbeing,muni_biggest_prob_noimpute,govt_eval_baseline_noimpute,confid_fedgov_noimpute,confid_justice_noimpute,confid_tce_noimpute,confid_muni_noimpute,ana,accounts,acc_rejected,control,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,flier,turnout,vote_choice,campaign_issue,pol_effort,vote_vig,rejected_should_rerun,vote_vig_cont,pol_honesty_noimpute,vig_treatment,valid_vote,vote,vote_vig_strict,attrited
2519,Santa Filomena,2612554,261255405000017,(2) Gestão Financeira,0,REJEIÇÃO,26,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Calçamento/asfaltamento/buracos,0,7,2,Bom,7,Bom,7,0,0,1,1,1,3,7,7,7,1,1,1,0,Seguro(a),91,Seguro(a),9,Preta,Católica,4,4,Calçamento/asfaltamento/buracos,2,1,1,NA,NA,0,1,1,0,1,1,0,0,0,2,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,4,NA,Não deveriam ter o direito de disputar a reeleição,NA,Mais ou menos surpreso(a),0,1,1,NA,0
2520,Santa Filomena,2612554,261255405000017,(3) Educação,0,REJEIÇÃO,68,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,1,O do candidate nº 33,Saúde/hospitais/postos de saúde,0,7,4,Ruim,7,Ruim,7,0,0,0,1,1,3,1,7,7,1,1,1,0,Seguro(a),91,Seguro(a),4,Branca,Católica,4,3,Saúde/hospitais/postos de saúde,4,1,1,NA,1,1,0,1,0,1,0,0,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,NS/NR,0,1,0,1,0
2521,Santa Filomena,2612554,261255405000017,(2) Gestão Financeira,0,REJEIÇÃO,36,Interessado(a),1,1,1,Sim,Aécio Neves,1,PSD,Desemprego/combate ao desemprego,0,7,1,Ótimo,7,Ótimo,7,0,0,1,1,1,3,7,7,7,1,1,1,0,Seguro(a),91,Seguro(a),18,Branca,Católica,4,3,Desemprego/combate ao desemprego,1,1,1,NA,7,0,1,1,0,1,0,0,0,0,2,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,4,1,NA,1,NS/NR,0,1,1,1,0
2522,Santa Filomena,2612554,261255405000017,(3) Educação,0,REJEIÇÃO,43,Nada interessado(a),1,0,1,Sim,Aécio Neves,0,NA,Saúde/hospitais/postos de saúde,0,7,3,Regular,7,Ótimo,7,1,0,1,1,1,3,4,7,7,1,3,1,0,Inseguro(a),89,Seguro(a),12,Parda,Católica,4,3,Saúde/hospitais/postos de saúde,3,1,1,NA,4,1,0,1,0,0,0,0,1,0,4,Educação,1,2,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),1,1,1,0,0
2523,Santa Filomena,2612554,261255405000017,(1) Controle,0,REJEIÇÃO,46,Interessado(a),1,1,1,Sim,Aécio Neves,0,NA,Saúde/hospitais/postos de saúde,0,7,1,Ótimo,7,Ótimo,7,1,0,1,6,4,3,7,7,7,1,1,1,1,Seguro(a),71,Inseguro(a),8,Branca,Católica,4,3,Saúde/hospitais/postos de saúde,1,6,4,3,7,0,0,1,1,1,1,0,0,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,4,0,Não deveriam ter o direito de disputar a reeleição,4,Mais ou menos surpreso(a),1,1,1,0,0
2524,Santa Filomena,2612554,261255405000017,(1) Controle,0,REJEIÇÃO,26,Interessado(a),1,1,0,Sim,Marina Silva,0,NA,Calçamento/asfaltamento/buracos,0,7,2,Bom,7,Bom,7,1,0,0,1,4,3,7,7,7,1,1,1,0,Inseguro(a),91,Seguro(a),6,Parda,Católica,4,3,Calçamento/asfaltamento/buracos,2,NA,4,NA,7,0,0,1,1,0,0,0,0,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,NA,1,NA,1,Muito surpreso(a),0,1,1,1,0
2525,Santa Filomena,2612554,261255405000017,(1) Controle,0,REJEIÇÃO,27,Muito interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Calçamento/asfaltamento/buracos,0,7,5,Péssimo,7,Péssimo,7,0,0,0,3,3,3,3,7,7,1,1,1,0,Seguro(a),91,Seguro(a),0,Preta,Católica,3,3,Calçamento/asfaltamento/buracos,5,3,3,NA,3,0,0,1,1,0,0,0,0,0,2,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),1,1,1,0,0
2526,Santa Filomena,2612554,261255405000017,(2) Gestão Financeira,0,REJEIÇÃO,33,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,7,4,Ruim,7,Regular,7,1,0,1,5,4,5,4,7,7,4,1,1,0,Seguro(a),91,Seguro(a),6,Branca,Católica,4,3,Saúde/hospitais/postos de saúde,4,5,4,5,4,0,1,1,0,0,0,0,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,2,0,Não deveriam ter o direito de disputar a reeleição,4,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2527,Santa Filomena,2612554,261255405000017,(2) Gestão Financeira,0,REJEIÇÃO,24,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Calçamento/asfaltamento/buracos,1,7,1,Ótimo,7,Ótimo,7,0,0,1,4,3,3,7,7,7,1,1,1,0,Inseguro(a),1,Inseguro(a),10,Parda,Católica,2,3,Calçamento/asfaltamento/buracos,1,4,3,NA,7,0,1,1,0,1,0,0,0,0,2,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
2528,Santa Filomena,2612554,261255405000017,(1) Controle,0,REJEIÇÃO,26,Nada interessado(a),1,0,1,Sim,Levy Fidelix,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Ruim,7,Ruim,7,1,0,1,1,1,1,2,7,7,1,1,1,1,Seguro(a),25,Seguro(a),6,Branca,Católica,4,4,Saúde/hospitais/postos de saúde,3,1,1,1,2,0,0,1,1,1,1,0,0,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),1,1,1,0,0
2529,Santa Maria da Boa Vista,2612604,261260405000002,(3) Educação,0,APROVADO COM RESSALVA,35,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,6,Péssimo,6,0,0,0,1,1,2,1,1,1,1,3,4,1,Seguro(a),185,Seguro(a),12,Parda,Católica,2,3,Saúde/hospitais/postos de saúde,5,1,1,2,1,1,0,0,0,1,1,0,1,0,7,Educação,1,1,Falta de água,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2530,Santa Maria da Boa Vista,2612604,261260405000002,(3) Educação,0,APROVADO COM RESSALVA,46,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Péssimo,4,Péssimo,6,1,0,0,1,1,1,1,6,7,1,1,4,1,Muito seguro(a),93,Seguro(a),12,Branca,Protestante Tradicional ou Evangélica não Pentecostal,4,4,Saúde/hospitais/postos de saúde,3,1,1,1,1,1,0,0,0,1,0,0,0,0,5,Educação,1,1,Educação/escolas/creches,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
2531,Santa Maria da Boa Vista,2612604,261260405000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,62,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,1,PT,Falta de habitação popular,0,2,4,Péssimo,5,Péssimo,1,0,0,0,4,3,1,2,6,6,2,1,4,1,Seguro(a),185,Seguro(a),0,Preta,Católica,7,3,Falta de habitação popular,4,4,3,1,2,0,1,0,0,0,0,0,0,0,5,Gestão Financ.,1,1,NA,1,1,Não deveriam ter o direito de disputar a reeleição,1,Muito surpreso(a),1,1,0,1,0
2532,Santa Maria da Boa Vista,2612604,261260405000002,(1) Controle,0,APROVADO COM RESSALVA,24,Muito interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Má administração,0,1,5,Péssimo,7,Péssimo,7,1,0,0,3,3,3,1,7,7,4,4,1,1,Seguro(a),181,Muito seguro(a),12,Parda,Católica,5,2,Má administração,5,3,3,3,1,0,0,0,1,0,0,0,0,0,5,Educação,1,4,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
2533,Santa Maria da Boa Vista,2612604,261260405000002,(1) Controle,0,APROVADO COM RESSALVA,18,Muito interessado(a),0,1,0,Sim,Dilma Rousseff,1,PT,Má administração,1,1,5,Péssimo,7,Péssimo,7,1,1,0,2,4,4,3,7,7,4,4,2,1,Seguro(a),137,Seguro(a),13,Parda,Católica,3,2,Má administração,5,2,4,4,3,0,0,0,1,1,0,0,0,0,6,Educação,1,1,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2534,Santa Maria da Boa Vista,2612604,261260405000002,(1) Controle,0,APROVADO COM RESSALVA,75,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,1,2,Bom,6,Bom,6,1,0,0,5,3,4,6,6,7,1,1,4,0,Seguro(a),130,Seguro(a),1,Preta,Católica,3,4,Saúde/hospitais/postos de saúde,2,5,3,4,6,0,0,0,1,1,0,0,0,0,5,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2535,Santa Maria da Boa Vista,2612604,261260405000002,(3) Educação,0,APROVADO COM RESSALVA,37,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,1,3,Regular,7,Bom,5,1,0,0,3,5,5,4,6,6,1,1,1,0,Seguro(a),133,Seguro(a),12,Parda,Católica,4,4,Desemprego/combate ao desemprego,3,3,5,5,4,1,0,0,0,0,0,0,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
2536,Santa Maria da Boa Vista,2612604,261260405000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,35,Interessado(a),1,1,1,Sim,Aécio Neves,1,PSDB,Desemprego/combate ao desemprego,0,4,3,Bom,5,Bom,5,1,1,0,4,7,7,5,4,5,1,1,1,0,Muito seguro(a),93,Muito seguro(a),17,Parda,Católica,8,4,Desemprego/combate ao desemprego,3,4,7,7,5,0,1,0,0,0,0,0,0,0,2,Gestão Financ.,1,6,Educação/escolas/creches,4,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),0,1,1,0,0
2537,Santa Maria da Boa Vista,2612604,261260405000009,(1) Controle,0,APROVADO COM RESSALVA,23,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,0,0,0,5,3,4,4,6,6,1,1,4,1,Seguro(a),100,Seguro(a),6,Preta,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",3,3,Saúde/hospitais/postos de saúde,5,5,3,4,4,0,0,0,1,1,0,0,0,0,5,Gestão Financ.,1,1,Calçamento/asfaltamento/buracos,2,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
2538,Santa Maria da Boa Vista,2612604,261260405000009,(1) Controle,0,APROVADO COM RESSALVA,22,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,1,PSDB,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,1,0,4,4,3,1,6,7,1,1,4,1,Seguro(a),149,Seguro(a),12,Parda,Evangélica Pentecostal,3,4,Saúde/hospitais/postos de saúde,5,4,4,3,1,0,0,0,1,0,0,0,0,0,5,Educação,1,4,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2539,Santa Maria da Boa Vista,2612604,261260405000009,(3) Educação,0,APROVADO COM RESSALVA,57,Nada interessado(a),1,1,0,Sim,Marina Silva,0,NA,Saúde/hospitais/postos de saúde,1,1,4,Péssimo,7,Péssimo,7,1,0,0,7,5,4,6,6,6,1,1,1,1,Seguro(a),89,Inseguro(a),0,Preta,Evangélica Pentecostal,4,4,Saúde/hospitais/postos de saúde,4,7,5,4,6,1,0,0,0,0,0,0,0,0,2,Educação,1,4,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2540,Santa Maria da Boa Vista,2612604,261260405000009,(2) Gestão Financeira,0,APROVADO COM RESSALVA,29,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,1,4,Péssimo,7,Ruim,6,1,1,1,5,4,3,1,7,6,4,3,2,0,Seguro(a),97,Seguro(a),7,Parda,Católica,4,4,Desemprego/combate ao desemprego,4,5,4,3,1,0,1,0,0,0,0,1,0,0,5,Gestão Financ.,1,4,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),1,1,0,0,0
2541,Santa Maria da Boa Vista,2612604,261260405000009,(2) Gestão Financeira,0,APROVADO COM RESSALVA,50,Interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Calçamento/asfaltamento/buracos,0,1,2,Bom,6,Bom,7,0,0,1,6,4,1,3,6,7,1,1,4,0,Seguro(a),101,Inseguro(a),0,Preta,Católica,4,4,Calçamento/asfaltamento/buracos,2,6,4,1,3,0,1,0,0,0,0,0,0,0,5,Gestão Financ.,1,1,Falta de água,1,1,Não deveriam ter o direito de disputar a reeleição,1,Pouco surpreso(a),0,1,0,1,0
2542,Santa Maria da Boa Vista,2612604,261260405000009,(2) Gestão Financeira,0,APROVADO COM RESSALVA,73,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Regular,7,Péssimo,7,1,0,0,4,5,2,3,6,5,1,1,1,1,Seguro(a),90,Seguro(a),3,Preta,Católica,4,4,Saúde/hospitais/postos de saúde,3,4,5,2,3,0,1,0,0,1,0,1,0,0,2,Gestão Financ.,1,6,Falta de água,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,1,0,0
2543,Santa Maria da Boa Vista,2612604,261260405000009,(3) Educação,0,APROVADO COM RESSALVA,37,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,1,2,Bom,7,Ruim,7,0,0,1,5,4,1,3,7,7,1,1,2,0,Muito seguro(a),73,Seguro(a),10,Preta,Católica,7,4,Desemprego/combate ao desemprego,2,5,4,1,3,1,0,0,0,1,0,1,1,0,3,Educação,1,6,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),0,1,1,0,0
2544,Santa Maria da Boa Vista,2612604,261260405000009,(3) Educação,0,APROVADO COM RESSALVA,40,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,1,DEMOCRATAS (DEM) / PFL,Desemprego/combate ao desemprego,0,1,5,Péssimo,7,Péssimo,7,0,0,1,2,1,3,2,6,7,1,1,2,1,Seguro(a),140,Inseguro(a),12,Preta,Católica,4,3,Desemprego/combate ao desemprego,5,2,1,3,2,1,0,0,0,1,1,0,0,0,3,Educação,1,4,Calçamento/asfaltamento/buracos,1,1,Não deveriam ter o direito de disputar a reeleição,1,Pouco surpreso(a),0,1,0,1,0
2545,Santa Maria da Boa Vista,2612604,261260405000010,(2) Gestão Financeira,0,APROVADO COM RESSALVA,18,Pouco interessado(a),0,1,0,Não,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,2,Péssimo,1,0,0,0,3,5,2,1,6,7,1,4,1,1,Seguro(a),89,Seguro(a),12,Preta,Católica,4,3,Saúde/hospitais/postos de saúde,5,3,5,2,1,0,1,0,0,1,0,0,0,0,5,Gestão Financ.,1,4,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2546,Santa Maria da Boa Vista,2612604,261260405000010,(1) Controle,0,APROVADO COM RESSALVA,39,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Má administração,1,1,5,Péssimo,2,Péssimo,1,1,1,0,4,3,5,2,7,7,1,1,1,1,Seguro(a),120,Seguro(a),6,Parda,Evangélica Pentecostal,4,4,Má administração,5,4,3,5,2,0,0,0,1,0,0,0,0,0,2,Educação,1,1,Desemprego/combate ao desemprego,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2547,Santa Maria da Boa Vista,2612604,261260405000010,(2) Gestão Financeira,0,APROVADO COM RESSALVA,28,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,Partido do Prefeito(a),Má administração,1,1,1,Bom,6,Bom,5,1,0,0,5,3,4,6,6,6,1,1,1,0,Muito seguro(a),93,Muito seguro(a),4,Preta,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",5,4,Má administração,1,5,3,4,6,0,1,0,0,0,0,0,0,0,2,Gestão Financ.,1,6,Má administração,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
2548,Santa Maria da Boa Vista,2612604,261260405000010,(1) Controle,0,APROVADO COM RESSALVA,23,Pouco interessado(a),1,1,0,Sim,Aécio Neves,1,PSDB,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,1,Péssimo,1,1,0,0,5,6,4,1,7,7,4,4,1,0,Seguro(a),173,Seguro(a),12,Preta,Católica,6,3,Saúde/hospitais/postos de saúde,5,5,6,4,1,0,0,0,1,0,1,0,1,0,5,Gestão Financ.,1,4,Segurança/violência/criminalidade,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
2549,Santa Maria da Boa Vista,2612604,261260405000010,(1) Controle,0,APROVADO COM RESSALVA,34,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,1,NA,Saúde/hospitais/postos de saúde,0,1,4,Péssimo,6,Péssimo,7,1,0,0,3,5,4,1,7,7,1,1,4,0,Seguro(a),134,Seguro(a),9,Preta,Católica,3,3,Saúde/hospitais/postos de saúde,4,3,5,4,1,0,0,0,1,1,0,0,0,0,5,Gestão Financ.,1,4,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2550,Santa Maria da Boa Vista,2612604,261260405000010,(3) Educação,0,APROVADO COM RESSALVA,43,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,3,Ruim,6,Regular,6,1,0,0,4,3,2,5,7,7,1,1,1,0,Seguro(a),80,Seguro(a),6,Preta,Católica,4,3,Saúde/hospitais/postos de saúde,3,4,3,2,5,1,0,0,0,1,0,0,1,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
2551,Santa Maria da Boa Vista,2612604,261260405000010,(2) Gestão Financeira,0,APROVADO COM RESSALVA,56,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Desemprego/combate ao desemprego,0,1,5,Péssimo,6,Péssimo,7,0,0,0,5,3,2,4,6,6,1,1,2,1,Seguro(a),160,Seguro(a),3,Preta,Católica,4,4,Desemprego/combate ao desemprego,5,5,3,2,4,0,1,0,0,1,0,0,0,0,3,Gestão Financ.,1,1,NA,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
2552,Santa Maria da Boa Vista,2612604,261260405000010,(3) Educação,0,APROVADO COM RESSALVA,68,Interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,6,Ruim,6,0,0,0,5,5,3,5,6,6,1,1,4,1,Seguro(a),100,Seguro(a),7,Parda,Católica,6,4,Saúde/hospitais/postos de saúde,5,5,5,3,5,1,0,0,0,0,0,0,0,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2553,Santa Maria da Boa Vista,2612604,261260405000039,(3) Educação,0,APROVADO COM RESSALVA,70,Interessado(a),1,0,1,Sim,Dilma Rousseff,1,PMDB,Calçamento/asfaltamento/buracos,0,1,2,Regular,6,Regular,7,1,0,0,5,4,3,1,7,7,3,3,2,1,Seguro(a),83,Seguro(a),4,Branca,Evangélica Pentecostal,5,3,Calçamento/asfaltamento/buracos,2,5,4,3,1,1,0,0,0,0,0,0,0,0,5,Educação,1,1,Má administração,2,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
2554,Santa Maria da Boa Vista,2612604,261260405000039,(3) Educação,0,APROVADO COM RESSALVA,21,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,1,3,Regular,7,Péssimo,7,1,1,0,3,2,4,1,7,7,3,1,4,1,Muito seguro(a),133,Seguro(a),7,Preta,Evangélica Pentecostal,1,2,Desemprego/combate ao desemprego,3,3,2,4,1,1,0,0,0,0,1,0,0,0,5,Educação,1,4,Educação/escolas/creches,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,1,0,0,0
2555,Santa Maria da Boa Vista,2612604,261260405000039,(2) Gestão Financeira,0,APROVADO COM RESSALVA,18,Nada interessado(a),0,0,1,Não,Dilma Rousseff,1,Partido do Prefeito(a),Educação/escolas/creches,0,1,1,Péssimo,7,Péssimo,7,0,0,0,4,4,3,2,7,7,3,4,4,1,Seguro(a),73,Inseguro(a),8,Branca,Evangélica Pentecostal,3,4,Educação/escolas/creches,1,4,4,3,2,0,1,0,0,1,1,0,1,1,8,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),0,1,0,0,0
2556,Santa Maria da Boa Vista,2612604,261260405000039,(1) Controle,0,APROVADO COM RESSALVA,36,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,0,0,5,6,7,2,7,7,1,1,3,1,Seguro(a),161,Seguro(a),6,Preta,Católica,5,4,Saúde/hospitais/postos de saúde,5,5,6,7,2,0,0,0,1,0,1,0,0,0,4,Gestão Financ.,1,4,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2557,Santa Maria da Boa Vista,2612604,261260405000039,(1) Controle,0,APROVADO COM RESSALVA,43,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,1,5,Péssimo,7,Péssimo,7,0,0,0,4,3,2,4,7,6,1,1,1,1,Inseguro(a),113,Seguro(a),4,Parda,Católica,3,3,Desemprego/combate ao desemprego,5,4,3,2,4,0,0,0,1,1,0,0,1,1,2,Gestão Financ.,1,4,Educação/escolas/creches,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2558,Santa Maria da Boa Vista,2612604,261260405000039,(1) Controle,0,APROVADO COM RESSALVA,34,Nada interessado(a),0,0,0,Sim,Aécio Neves,1,DEMOCRATAS (DEM) / PFL,Desemprego/combate ao desemprego,0,1,4,Péssimo,7,Bom,7,1,1,1,4,5,3,4,6,7,4,3,1,1,Seguro(a),177,Seguro(a),5,Preta,Católica,1,3,Desemprego/combate ao desemprego,4,4,5,3,4,0,0,0,1,1,0,0,0,0,4,Educação,1,4,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
2559,Santa Maria da Boa Vista,2612604,261260405000039,(2) Gestão Financeira,0,APROVADO COM RESSALVA,50,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saneamento básico (água e esgoto),0,1,5,Péssimo,7,Péssimo,7,1,0,0,5,4,4,3,7,6,1,1,1,0,Seguro(a),121,Seguro(a),3,Parda,Católica,4,4,Saneamento básico (água e esgoto),5,5,4,4,3,0,1,0,0,0,1,0,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
2560,Santa Maria da Boa Vista,2612604,261260405000039,(2) Gestão Financeira,0,APROVADO COM RESSALVA,64,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,0,0,4,4,3,1,7,7,1,3,3,1,Inseguro(a),175,Seguro(a),3,Parda,Católica,6,4,Saúde/hospitais/postos de saúde,5,4,4,3,1,0,1,0,0,1,1,0,0,1,6,Gestão Financ.,1,1,Má administração,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
2561,Santa Maria da Boa Vista,2612604,261260408000001,(3) Educação,0,APROVADO COM RESSALVA,23,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,0,0,0,5,4,3,5,6,6,1,1,4,1,Muito seguro(a),133,Seguro(a),10,Parda,Católica,3,3,Saúde/hospitais/postos de saúde,5,5,4,3,5,1,0,0,0,1,0,0,0,1,5,Educação,1,6,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
2562,Santa Maria da Boa Vista,2612604,261260408000001,(2) Gestão Financeira,0,APROVADO COM RESSALVA,29,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,4,5,Péssimo,7,Péssimo,7,1,0,1,2,5,3,1,7,7,4,1,1,1,Muito seguro(a),89,Muito seguro(a),12,Preta,Católica,5,5,Saúde/hospitais/postos de saúde,5,2,5,3,1,0,1,0,0,0,0,1,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
